source,target,relationship_type
C0262,I2622,USES_IP
C0262,P2620,HAS_PAYMENT_INSTRUMENT
C0263,D2630,USES_DEVICE
C0263,D2631,USES_DEVICE
C0263,I2630,USES_IP
C0263,I2631,USES_IP
C0263,P2630,HAS_PAYMENT_INSTRUMENT
C0264,D2640,USES_DEVICE
C0264,I2640,USES_IP
C0264,P2640,HAS_PAYMENT_INSTRUMENT
C0265,D2650,USES_DEVICE
C0265,D2651,USES_DEVICE
C0265,D2652,USES_DEVICE
C0265,I2650,USES_IP
C0265,P2650,HAS_PAYMENT_INSTRUMENT
C0265,P2651,HAS_PAYMENT_INSTRUMENT
C0266,D2660,USES_DEVICE
C0266,D2661,USES_DEVICE
C0266,I2660,USES_IP
C0266,I2661,USES_IP
C0266,I2662,USES_IP
C0266,P2660,HAS_PAYMENT_INSTRUMENT
C0267,D2670,USES_DEVICE
C0267,D2671,USES_DEVICE
C0267,I2670,USES_IP
C0267,I2671,USES_IP
C0267,P2670,HAS_PAYMENT_INSTRUMENT
C0267,P2671,HAS_PAYMENT_INSTRUMENT
C0268,D2680,USES_DEVICE
C0268,D2681,USES_DEVICE
C0268,D2682,USES_DEVICE
C0268,I2680,USES_IP
C0268,I2681,USES_IP
C0268,I2682,USES_IP
C0268,P2680,HAS_PAYMENT_INSTRUMENT
C0269,D2690,USES_DEVICE
C0269,I2690,USES_IP
C0269,P2690,HAS_PAYMENT_INSTRUMENT
C0270,D2700,USES_DEVICE
C0270,I2700,USES_IP
C0270,I2701,USES_IP
C0270,P2700,HAS_PAYMENT_INSTRUMENT
C0270,P2701,HAS_PAYMENT_INSTRUMENT
C0271,D2710,USES_DEVICE
C0271,D2711,USES_DEVICE
C0271,D2712,USES_DEVICE
C0271,I2710,USES_IP
C0271,I2711,USES_IP
C0271,P2710,HAS_PAYMENT_INSTRUMENT
C0272,D2720,USES_DEVICE
C0272,D2721,USES_DEVICE
C0272,D2722,USES_DEVICE
C0272,I2720,USES_IP
C0272,I2721,USES_IP
C0272,I0054,USES_IP
C0272,P2720,HAS_PAYMENT_INSTRUMENT
C0273,D2730,USES_DEVICE
C0273,D2731,USES_DEVICE
C0273,I2730,USES_IP
C0273,P2730,HAS_PAYMENT_INSTRUMENT
C0274,D2740,USES_DEVICE
C0274,D2741,USES_DEVICE
C0274,I2740,USES_IP
C0274,I2741,USES_IP
C0274,I2742,USES_IP
C0274,P2740,HAS_PAYMENT_INSTRUMENT
C0274,P2741,HAS_PAYMENT_INSTRUMENT
C0275,D2750,USES_DEVICE
C0275,I0055,USES_IP
C0275,I2751,USES_IP
C0275,P2750,HAS_PAYMENT_INSTRUMENT
C0275,P2751,HAS_PAYMENT_INSTRUMENT
C0276,D2760,USES_DEVICE
C0276,D2761,USES_DEVICE
C0276,D2762,USES_DEVICE
C0276,I0055,USES_IP
C0276,I2761,USES_IP
C0276,P2760,HAS_PAYMENT_INSTRUMENT
C0277,D2770,USES_DEVICE
C0277,D2771,USES_DEVICE
C0277,I2770,USES_IP
C0277,I0055,USES_IP
C0277,I2772,USES_IP
C0277,P2770,HAS_PAYMENT_INSTRUMENT
C0277,P2771,HAS_PAYMENT_INSTRUMENT
C0278,D2780,USES_DEVICE
C0278,I2780,USES_IP
C0278,I0055,USES_IP
C0278,P2780,HAS_PAYMENT_INSTRUMENT
C0279,D2790,USES_DEVICE
C0279,D2791,USES_DEVICE
C0279,D2792,USES_DEVICE
C0279,I2790,USES_IP
C0279,I2791,USES_IP
C0279,I2792,USES_IP
C0279,P2790,HAS_PAYMENT_INSTRUMENT
C0280,D2800,USES_DEVICE
C0280,I2800,USES_IP
C0280,P2800,HAS_PAYMENT_INSTRUMENT
C0281,D2810,USES_DEVICE
C0281,I2810,USES_IP
C0281,I2811,USES_IP
C0281,I0056,USES_IP
C0281,P2810,HAS_PAYMENT_INSTRUMENT
C0281,P2811,HAS_PAYMENT_INSTRUMENT
C0282,D2820,USES_DEVICE
C0282,D2821,USES_DEVICE
C0282,I2820,USES_IP
C0282,I2821,USES_IP
C0282,I2822,USES_IP
C0282,P2820,HAS_PAYMENT_INSTRUMENT
C0282,P2821,HAS_PAYMENT_INSTRUMENT
C0283,D2830,USES_DEVICE
C0283,D2831,USES_DEVICE
C0283,D2832,USES_DEVICE
C0283,I2830,USES_IP
C0283,I0056,USES_IP
C0283,P2830,HAS_PAYMENT_INSTRUMENT
C0283,P2831,HAS_PAYMENT_INSTRUMENT
C0284,D2840,USES_DEVICE
C0284,D2841,USES_DEVICE
C0284,D2842,USES_DEVICE
C0284,I2840,USES_IP
C0284,I2841,USES_IP
C0284,P2840,HAS_PAYMENT_INSTRUMENT
C0284,P2841,HAS_PAYMENT_INSTRUMENT
C0285,D2850,USES_DEVICE
C0285,D2851,USES_DEVICE
C0285,D2852,USES_DEVICE
C0285,I2850,USES_IP
C0285,P2850,HAS_PAYMENT_INSTRUMENT
C0285,P2851,HAS_PAYMENT_INSTRUMENT
C0286,D2860,USES_DEVICE
C0286,I2860,USES_IP
C0286,P2860,HAS_PAYMENT_INSTRUMENT
C0286,P2861,HAS_PAYMENT_INSTRUMENT
C0287,D2870,USES_DEVICE
C0287,I2870,USES_IP
C0287,I2871,USES_IP
C0287,I2872,USES_IP
C0287,P2870,HAS_PAYMENT_INSTRUMENT
C0287,P2871,HAS_PAYMENT_INSTRUMENT
C0288,D2880,USES_DEVICE
C0288,D2881,USES_DEVICE
C0288,I2880,USES_IP
C0288,I2881,USES_IP
C0288,I2882,USES_IP
C0288,P2880,HAS_PAYMENT_INSTRUMENT
C0288,P2881,HAS_PAYMENT_INSTRUMENT
C0289,D2890,USES_DEVICE
C0289,D2891,USES_DEVICE
C0289,D2892,USES_DEVICE
C0289,I2890,USES_IP
C0289,I2891,USES_IP
C0289,I2892,USES_IP
C0289,P2890,HAS_PAYMENT_INSTRUMENT
C0290,D2900,USES_DEVICE
C0290,D2901,USES_DEVICE
C0290,I2900,USES_IP
C0290,P2900,HAS_PAYMENT_INSTRUMENT
C0290,P2901,HAS_PAYMENT_INSTRUMENT
C0291,D2910,USES_DEVICE
C0291,D2911,USES_DEVICE
C0291,D2912,USES_DEVICE
C0291,I2910,USES_IP
C0291,P2910,HAS_PAYMENT_INSTRUMENT
C0292,D2920,USES_DEVICE
C0292,I2920,USES_IP
C0292,P2920,HAS_PAYMENT_INSTRUMENT
C0292,P2921,HAS_PAYMENT_INSTRUMENT
C0293,D2930,USES_DEVICE
C0293,D2931,USES_DEVICE
C0293,D2932,USES_DEVICE
C0293,I2930,USES_IP
C0293,I2931,USES_IP
C0293,I2932,USES_IP
C0293,P2930,HAS_PAYMENT_INSTRUMENT
C0293,P2931,HAS_PAYMENT_INSTRUMENT
C0294,D2940,USES_DEVICE
C0294,D2941,USES_DEVICE
C0294,I2940,USES_IP
C0294,I0058,USES_IP
C0294,P2940,HAS_PAYMENT_INSTRUMENT
C0294,P2941,HAS_PAYMENT_INSTRUMENT
C0295,D2950,USES_DEVICE
C0295,I0059,USES_IP
C0295,I2951,USES_IP
C0295,P2950,HAS_PAYMENT_INSTRUMENT
C0295,P2951,HAS_PAYMENT_INSTRUMENT
C0296,D2960,USES_DEVICE
C0296,D2961,USES_DEVICE
C0296,I2960,USES_IP
C0296,I2961,USES_IP
C0296,I2962,USES_IP
C0296,P2960,HAS_PAYMENT_INSTRUMENT
C0297,D2970,USES_DEVICE
C0297,D2971,USES_DEVICE
C0297,I2970,USES_IP
C0297,P2970,HAS_PAYMENT_INSTRUMENT
C0298,D2980,USES_DEVICE
C0298,D2981,USES_DEVICE
C0298,I2980,USES_IP
C0298,I2981,USES_IP
C0298,P2980,HAS_PAYMENT_INSTRUMENT
C0298,P2981,HAS_PAYMENT_INSTRUMENT
C0299,D2990,USES_DEVICE
C0299,I2990,USES_IP
C0299,I0059,USES_IP
C0299,I2992,USES_IP
C0299,P2990,HAS_PAYMENT_INSTRUMENT
C0299,P2991,HAS_PAYMENT_INSTRUMENT
C0300,D3000,USES_DEVICE
C0300,I3000,USES_IP
C0300,I3001,USES_IP
C0300,I3002,USES_IP
C0300,P3000,HAS_PAYMENT_INSTRUMENT
C0301,D3010,USES_DEVICE
C0301,D3011,USES_DEVICE
C0301,D3012,USES_DEVICE
C0301,I3010,USES_IP
C0301,I3011,USES_IP
C0301,I3012,USES_IP
C0301,P3010,HAS_PAYMENT_INSTRUMENT
C0302,D3020,USES_DEVICE
C0302,I3020,USES_IP
C0302,I3021,USES_IP
C0302,P3020,HAS_PAYMENT_INSTRUMENT
C0303,D3030,USES_DEVICE
C0303,I0060,USES_IP
C0303,P3030,HAS_PAYMENT_INSTRUMENT
C0304,D3040,USES_DEVICE
C0304,D3041,USES_DEVICE
C0304,D3042,USES_DEVICE
C0304,I3040,USES_IP
C0304,I3041,USES_IP
C0304,I0060,USES_IP
C0304,P3040,HAS_PAYMENT_INSTRUMENT
C0304,P3041,HAS_PAYMENT_INSTRUMENT
C0305,D3050,USES_DEVICE
C0305,D3051,USES_DEVICE
C0305,D3052,USES_DEVICE
C0305,I3050,USES_IP
C0305,P3050,HAS_PAYMENT_INSTRUMENT
C0306,D3060,USES_DEVICE
C0306,I3060,USES_IP
C0306,P3060,HAS_PAYMENT_INSTRUMENT
C0307,D3070,USES_DEVICE
C0307,D3071,USES_DEVICE
C0307,D3072,USES_DEVICE
C0307,I0061,USES_IP
C0307,I3071,USES_IP
C0307,P3070,HAS_PAYMENT_INSTRUMENT
C0308,D3080,USES_DEVICE
C0308,D3081,USES_DEVICE
C0308,I3080,USES_IP
C0308,I3081,USES_IP
C0308,I3082,USES_IP
C0308,P3080,HAS_PAYMENT_INSTRUMENT
C0309,D3090,USES_DEVICE
C0309,D3091,USES_DEVICE
C0309,I3090,USES_IP
C0309,I3091,USES_IP
C0309,P3090,HAS_PAYMENT_INSTRUMENT
C0309,P3091,HAS_PAYMENT_INSTRUMENT
C0310,D3100,USES_DEVICE
C0310,D3101,USES_DEVICE
C0310,I3100,USES_IP
C0310,I3101,USES_IP
C0310,P3100,HAS_PAYMENT_INSTRUMENT
C0310,P3101,HAS_PAYMENT_INSTRUMENT
C0311,D3110,USES_DEVICE
C0311,I3110,USES_IP
C0311,P3110,HAS_PAYMENT_INSTRUMENT
C0312,D3120,USES_DEVICE
C0312,D3121,USES_DEVICE
C0312,I3120,USES_IP
C0312,P3120,HAS_PAYMENT_INSTRUMENT
C0312,P3121,HAS_PAYMENT_INSTRUMENT
C0313,D3130,USES_DEVICE
C0313,D3131,USES_DEVICE
C0313,D3132,USES_DEVICE
C0313,I3130,USES_IP
C0313,P3130,HAS_PAYMENT_INSTRUMENT
C0314,D3140,USES_DEVICE
C0314,D3141,USES_DEVICE
C0314,I3140,USES_IP
C0314,P3140,HAS_PAYMENT_INSTRUMENT
C0314,P3141,HAS_PAYMENT_INSTRUMENT
C0315,D3150,USES_DEVICE
C0315,D3151,USES_DEVICE
C0315,I3150,USES_IP
C0315,I3151,USES_IP
C0315,I3152,USES_IP
C0315,P3150,HAS_PAYMENT_INSTRUMENT
C0316,D3160,USES_DEVICE
C0316,D3161,USES_DEVICE
C0316,I3160,USES_IP
C0316,I3161,USES_IP
C0316,P3160,HAS_PAYMENT_INSTRUMENT
C0316,P3161,HAS_PAYMENT_INSTRUMENT
C0317,D3170,USES_DEVICE
C0317,D3171,USES_DEVICE
C0317,D3172,USES_DEVICE
C0317,I3170,USES_IP
C0317,I3171,USES_IP
C0317,P3170,HAS_PAYMENT_INSTRUMENT
C0317,P3171,HAS_PAYMENT_INSTRUMENT
C0318,D3180,USES_DEVICE
C0318,I3180,USES_IP
C0318,P3180,HAS_PAYMENT_INSTRUMENT
C0319,D3190,USES_DEVICE
C0319,D3191,USES_DEVICE
C0319,D3192,USES_DEVICE
C0319,I3190,USES_IP
C0319,I3191,USES_IP
C0319,I0063,USES_IP
C0319,P3190,HAS_PAYMENT_INSTRUMENT
C0319,P3191,HAS_PAYMENT_INSTRUMENT
C0320,D3200,USES_DEVICE
C0320,D3201,USES_DEVICE
C0320,D3202,USES_DEVICE
C0320,I3200,USES_IP
C0320,P3200,HAS_PAYMENT_INSTRUMENT
C0320,P3201,HAS_PAYMENT_INSTRUMENT
C0321,D3210,USES_DEVICE
C0321,D3211,USES_DEVICE
C0321,I0064,USES_IP
C0321,I0064,USES_IP
C0321,I3212,USES_IP
C0321,P3210,HAS_PAYMENT_INSTRUMENT
C0322,D3220,USES_DEVICE
C0322,D3221,USES_DEVICE
C0322,D3222,USES_DEVICE
C0322,I3220,USES_IP
C0322,I3221,USES_IP
C0322,I3222,USES_IP
C0322,P3220,HAS_PAYMENT_INSTRUMENT
C0323,D3230,USES_DEVICE
C0323,D3231,USES_DEVICE
C0323,I0064,USES_IP
C0323,P3230,HAS_PAYMENT_INSTRUMENT
C0323,P3231,HAS_PAYMENT_INSTRUMENT
C0324,D3240,USES_DEVICE
C0324,D3241,USES_DEVICE
C0324,D3242,USES_DEVICE
C0324,I3240,USES_IP
C0324,I3241,USES_IP
C0324,I3242,USES_IP
C0324,P3240,HAS_PAYMENT_INSTRUMENT
C0325,D3250,USES_DEVICE
C0325,D3251,USES_DEVICE
C0325,D3252,USES_DEVICE
C0325,I3250,USES_IP
C0325,I3251,USES_IP
C0325,I3252,USES_IP
C0325,P3250,HAS_PAYMENT_INSTRUMENT
C0326,D3260,USES_DEVICE
C0326,D3261,USES_DEVICE
C0326,D3262,USES_DEVICE
C0326,I3260,USES_IP
C0326,I3261,USES_IP
C0326,P3260,HAS_PAYMENT_INSTRUMENT
C0327,D3270,USES_DEVICE
C0327,D3271,USES_DEVICE
C0327,D3272,USES_DEVICE
C0327,I0065,USES_IP
C0327,I3271,USES_IP
C0327,P3270,HAS_PAYMENT_INSTRUMENT
C0328,D3280,USES_DEVICE
C0328,D3281,USES_DEVICE
C0328,I0065,USES_IP
C0328,I3281,USES_IP
C0328,P3280,HAS_PAYMENT_INSTRUMENT
C0328,P3281,HAS_PAYMENT_INSTRUMENT
C0329,D3290,USES_DEVICE
C0329,D3291,USES_DEVICE
C0329,I0065,USES_IP
C0329,I3291,USES_IP
C0329,I3292,USES_IP
C0329,P3290,HAS_PAYMENT_INSTRUMENT
C0330,D3300,USES_DEVICE
C0330,D3301,USES_DEVICE
C0330,D3302,USES_DEVICE
C0330,I3300,USES_IP
C0330,I3301,USES_IP
C0330,I3302,USES_IP
C0330,P3300,HAS_PAYMENT_INSTRUMENT
C0330,P3301,HAS_PAYMENT_INSTRUMENT
C0331,D3310,USES_DEVICE
C0331,D3311,USES_DEVICE
C0331,D3312,USES_DEVICE
C0331,I3310,USES_IP
C0331,P3310,HAS_PAYMENT_INSTRUMENT
C0331,P3311,HAS_PAYMENT_INSTRUMENT
C0332,D3320,USES_DEVICE
C0332,D3321,USES_DEVICE
C0332,D3322,USES_DEVICE
C0332,I3320,USES_IP
C0332,I3321,USES_IP
C0332,P3320,HAS_PAYMENT_INSTRUMENT
C0333,D3330,USES_DEVICE
C0333,D3331,USES_DEVICE
C0333,D3332,USES_DEVICE
C0333,I0066,USES_IP
C0333,I3331,USES_IP
C0333,P3330,HAS_PAYMENT_INSTRUMENT
C0334,D3340,USES_DEVICE
C0334,I3340,USES_IP
C0334,I3341,USES_IP
C0334,P3340,HAS_PAYMENT_INSTRUMENT
C0334,P3341,HAS_PAYMENT_INSTRUMENT
C0335,D3350,USES_DEVICE
C0335,D3351,USES_DEVICE
C0335,I3350,USES_IP
C0335,P3350,HAS_PAYMENT_INSTRUMENT
C0336,D3360,USES_DEVICE
C0336,D3361,USES_DEVICE
C0336,I3360,USES_IP
C0336,I0067,USES_IP
C0336,P3360,HAS_PAYMENT_INSTRUMENT
C0336,P3361,HAS_PAYMENT_INSTRUMENT
C0337,D3370,USES_DEVICE
C0337,D3371,USES_DEVICE
C0337,I3370,USES_IP
C0337,P3370,HAS_PAYMENT_INSTRUMENT
C0337,P3371,HAS_PAYMENT_INSTRUMENT
C0338,D3380,USES_DEVICE
C0338,D3381,USES_DEVICE
C0338,I3380,USES_IP
C0338,I3381,USES_IP
C0338,I3382,USES_IP
C0338,P3380,HAS_PAYMENT_INSTRUMENT
C0339,D3390,USES_DEVICE
C0339,D3391,USES_DEVICE
C0339,I3390,USES_IP
C0339,I3391,USES_IP
C0339,I3392,USES_IP
C0339,P3390,HAS_PAYMENT_INSTRUMENT
C0340,D3400,USES_DEVICE
C0340,D3401,USES_DEVICE
C0340,D3402,USES_DEVICE
C0340,I0068,USES_IP
C0340,I3401,USES_IP
C0340,P3400,HAS_PAYMENT_INSTRUMENT
C0341,D3410,USES_DEVICE
C0341,D3411,USES_DEVICE
C0341,D3412,USES_DEVICE
C0341,I3410,USES_IP
C0341,I0068,USES_IP
C0341,P3410,HAS_PAYMENT_INSTRUMENT
C0341,P3411,HAS_PAYMENT_INSTRUMENT
C0342,D3420,USES_DEVICE
C0342,D3421,USES_DEVICE
C0342,I3420,USES_IP
C0342,I3421,USES_IP
C0342,P3420,HAS_PAYMENT_INSTRUMENT
C0342,P3421,HAS_PAYMENT_INSTRUMENT
C0343,D3430,USES_DEVICE
C0343,D3431,USES_DEVICE
C0343,I0068,USES_IP
C0343,I3431,USES_IP
C0343,P3430,HAS_PAYMENT_INSTRUMENT
C0343,P3431,HAS_PAYMENT_INSTRUMENT
C0344,D3440,USES_DEVICE
C0344,D3441,USES_DEVICE
C0344,D3442,USES_DEVICE
C0344,I3440,USES_IP
C0344,I3441,USES_IP
C0344,P3440,HAS_PAYMENT_INSTRUMENT
C0345,D3450,USES_DEVICE
C0345,I3450,USES_IP
C0345,I3451,USES_IP
C0345,I3452,USES_IP
C0345,P3450,HAS_PAYMENT_INSTRUMENT
C0346,D3460,USES_DEVICE
C0346,I3460,USES_IP
C0346,P3460,HAS_PAYMENT_INSTRUMENT
C0346,P3461,HAS_PAYMENT_INSTRUMENT
C0347,D3470,USES_DEVICE
C0347,I0069,USES_IP
C0347,P3470,HAS_PAYMENT_INSTRUMENT
C0347,P3471,HAS_PAYMENT_INSTRUMENT
C0348,D3480,USES_DEVICE
C0348,D3481,USES_DEVICE
C0348,I3480,USES_IP
C0348,I0069,USES_IP
C0348,P3480,HAS_PAYMENT_INSTRUMENT
C0349,D3490,USES_DEVICE
C0349,D3491,USES_DEVICE
C0349,D3492,USES_DEVICE
C0349,I3490,USES_IP
C0349,I3491,USES_IP
C0349,P3490,HAS_PAYMENT_INSTRUMENT
C0350,D3500,USES_DEVICE
C0350,D3501,USES_DEVICE
C0350,D3502,USES_DEVICE
C0350,I3500,USES_IP
C0350,P3500,HAS_PAYMENT_INSTRUMENT
C0350,P3501,HAS_PAYMENT_INSTRUMENT
C0351,D3510,USES_DEVICE
C0351,D3511,USES_DEVICE
C0351,I3510,USES_IP
C0351,I3511,USES_IP
C0351,I0070,USES_IP
C0351,P3510,HAS_PAYMENT_INSTRUMENT
C0352,D3520,USES_DEVICE
C0352,D3521,USES_DEVICE
C0352,I3520,USES_IP
C0352,I3521,USES_IP
C0352,I3522,USES_IP
C0352,P3520,HAS_PAYMENT_INSTRUMENT
C0352,P3521,HAS_PAYMENT_INSTRUMENT
C0353,D3530,USES_DEVICE
C0353,D3531,USES_DEVICE
C0353,D3532,USES_DEVICE
C0353,I3530,USES_IP
C0353,I3531,USES_IP
C0353,P3530,HAS_PAYMENT_INSTRUMENT
C0353,P3531,HAS_PAYMENT_INSTRUMENT
C0354,D3540,USES_DEVICE
C0354,I3540,USES_IP
C0354,P3540,HAS_PAYMENT_INSTRUMENT
C0355,D3550,USES_DEVICE
C0355,D3551,USES_DEVICE
C0355,I3550,USES_IP
C0355,P3550,HAS_PAYMENT_INSTRUMENT
C0355,P3551,HAS_PAYMENT_INSTRUMENT
C0356,D3560,USES_DEVICE
C0356,I3560,USES_IP
C0356,I3561,USES_IP
C0356,I3562,USES_IP
C0356,P3560,HAS_PAYMENT_INSTRUMENT
C0357,D3570,USES_DEVICE
C0357,D3571,USES_DEVICE
C0357,D3572,USES_DEVICE
C0357,I3570,USES_IP
C0357,I3571,USES_IP
C0357,I3572,USES_IP
C0357,P3570,HAS_PAYMENT_INSTRUMENT
C0358,D3580,USES_DEVICE
C0358,D3581,USES_DEVICE
C0358,I3580,USES_IP
C0358,I3581,USES_IP
C0358,I3582,USES_IP
C0358,P3580,HAS_PAYMENT_INSTRUMENT
C0359,D3590,USES_DEVICE
C0359,D3591,USES_DEVICE
C0359,I3590,USES_IP
C0359,P3590,HAS_PAYMENT_INSTRUMENT
C0359,P3591,HAS_PAYMENT_INSTRUMENT
C0360,D3600,USES_DEVICE
C0360,D3601,USES_DEVICE
C0360,I3600,USES_IP
C0360,I3601,USES_IP
C0360,I0072,USES_IP
C0360,P3600,HAS_PAYMENT_INSTRUMENT
C0360,P3601,HAS_PAYMENT_INSTRUMENT
C0361,D3610,USES_DEVICE
C0361,D3611,USES_DEVICE
C0361,D3612,USES_DEVICE
C0361,I3610,USES_IP
C0361,I3611,USES_IP
C0361,I3612,USES_IP
C0361,P3610,HAS_PAYMENT_INSTRUMENT
C0362,D3620,USES_DEVICE
C0362,I3620,USES_IP
C0362,I3621,USES_IP
C0362,P3620,HAS_PAYMENT_INSTRUMENT
C0362,P3621,HAS_PAYMENT_INSTRUMENT
C0363,D3630,USES_DEVICE
C0363,I3630,USES_IP
C0363,I3631,USES_IP
C0363,I3632,USES_IP
C0363,P3630,HAS_PAYMENT_INSTRUMENT
C0363,P3631,HAS_PAYMENT_INSTRUMENT
C0364,D3640,USES_DEVICE
C0364,D3641,USES_DEVICE
C0364,D3642,USES_DEVICE
C0364,I3640,USES_IP
C0364,P3640,HAS_PAYMENT_INSTRUMENT
C0365,D3650,USES_DEVICE
C0365,D3651,USES_DEVICE
C0365,I3650,USES_IP
C0365,P3650,HAS_PAYMENT_INSTRUMENT
C0366,D3660,USES_DEVICE
C0366,D3661,USES_DEVICE
C0366,I3660,USES_IP
C0366,I3661,USES_IP
C0366,I3662,USES_IP
C0366,P3660,HAS_PAYMENT_INSTRUMENT
C0366,P3661,HAS_PAYMENT_INSTRUMENT
C0367,D3670,USES_DEVICE
C0367,I3670,USES_IP
C0367,I3671,USES_IP
C0367,I3672,USES_IP
C0367,P3670,HAS_PAYMENT_INSTRUMENT
C0368,D3680,USES_DEVICE
C0368,D3681,USES_DEVICE
C0368,D3682,USES_DEVICE
C0368,I3680,USES_IP
C0368,I3681,USES_IP
C0368,I3682,USES_IP
C0368,P3680,HAS_PAYMENT_INSTRUMENT
C0368,P3681,HAS_PAYMENT_INSTRUMENT
C0369,D3690,USES_DEVICE
C0369,D3691,USES_DEVICE
C0369,D3692,USES_DEVICE
C0369,I3690,USES_IP
C0369,P3690,HAS_PAYMENT_INSTRUMENT
C0370,D3700,USES_DEVICE
C0370,I3700,USES_IP
C0370,P3700,HAS_PAYMENT_INSTRUMENT
C0370,P3701,HAS_PAYMENT_INSTRUMENT
C0371,D3710,USES_DEVICE
C0371,D3711,USES_DEVICE
C0371,D3712,USES_DEVICE
C0371,I3710,USES_IP
C0371,P3710,HAS_PAYMENT_INSTRUMENT
C0371,P3711,HAS_PAYMENT_INSTRUMENT
C0372,D3720,USES_DEVICE
C0372,D3721,USES_DEVICE
C0372,D3722,USES_DEVICE
C0372,I0074,USES_IP
C0372,I3721,USES_IP
C0372,I3722,USES_IP
C0372,P3720,HAS_PAYMENT_INSTRUMENT
C0372,P3721,HAS_PAYMENT_INSTRUMENT
C0373,D3730,USES_DEVICE
C0373,D3731,USES_DEVICE
C0373,I3730,USES_IP
C0373,P3730,HAS_PAYMENT_INSTRUMENT
C0373,P3731,HAS_PAYMENT_INSTRUMENT
C0374,D3740,USES_DEVICE
C0374,D3741,USES_DEVICE
C0374,I0074,USES_IP
C0374,I0074,USES_IP
C0374,P3740,HAS_PAYMENT_INSTRUMENT
C0374,P3741,HAS_PAYMENT_INSTRUMENT
C0375,D3750,USES_DEVICE
C0375,D3751,USES_DEVICE
C0375,I3750,USES_IP
C0375,I3751,USES_IP
C0375,P3750,HAS_PAYMENT_INSTRUMENT
C0376,D3760,USES_DEVICE
C0376,D3761,USES_DEVICE
C0376,I3760,USES_IP
C0376,I3761,USES_IP
C0376,I3762,USES_IP
C0376,P3760,HAS_PAYMENT_INSTRUMENT
C0376,P3761,HAS_PAYMENT_INSTRUMENT
C0377,D3770,USES_DEVICE
C0377,I3770,USES_IP
C0377,I3771,USES_IP
C0377,P3770,HAS_PAYMENT_INSTRUMENT
C0378,D3780,USES_DEVICE
C0378,D3781,USES_DEVICE
C0378,I3780,USES_IP
C0378,P3780,HAS_PAYMENT_INSTRUMENT
C0379,D3790,USES_DEVICE
C0379,I0075,USES_IP
C0379,P3790,HAS_PAYMENT_INSTRUMENT
C0379,P3791,HAS_PAYMENT_INSTRUMENT
C0380,D3800,USES_DEVICE
C0380,D3801,USES_DEVICE
C0380,D3802,USES_DEVICE
C0380,I3800,USES_IP
C0380,I3801,USES_IP
C0380,P3800,HAS_PAYMENT_INSTRUMENT
C0381,D3810,USES_DEVICE
C0381,D3811,USES_DEVICE
C0381,I3810,USES_IP
C0381,I3811,USES_IP
C0381,I3812,USES_IP
C0381,P3810,HAS_PAYMENT_INSTRUMENT
C0381,P3811,HAS_PAYMENT_INSTRUMENT
C0382,D3820,USES_DEVICE
C0382,D3821,USES_DEVICE
C0382,I3820,USES_IP
C0382,I0076,USES_IP
C0382,P3820,HAS_PAYMENT_INSTRUMENT
C0382,P3821,HAS_PAYMENT_INSTRUMENT
C0383,D3830,USES_DEVICE
C0383,D3831,USES_DEVICE
C0383,D3832,USES_DEVICE
C0383,I3830,USES_IP
C0383,I3831,USES_IP
C0383,P3830,HAS_PAYMENT_INSTRUMENT
C0383,P3831,HAS_PAYMENT_INSTRUMENT
C0384,D3840,USES_DEVICE
C0384,I3840,USES_IP
C0384,P3840,HAS_PAYMENT_INSTRUMENT
C0384,P3841,HAS_PAYMENT_INSTRUMENT
C0385,D3850,USES_DEVICE
C0385,D3851,USES_DEVICE
C0385,I0077,USES_IP
C0385,I3851,USES_IP
C0385,I3852,USES_IP
C0385,P3850,HAS_PAYMENT_INSTRUMENT
C0385,P3851,HAS_PAYMENT_INSTRUMENT
C0386,D3860,USES_DEVICE
C0386,D3861,USES_DEVICE
C0386,D3862,USES_DEVICE
C0386,I3860,USES_IP
C0386,I3861,USES_IP
C0386,P3860,HAS_PAYMENT_INSTRUMENT
C0386,P3861,HAS_PAYMENT_INSTRUMENT
C0387,D3870,USES_DEVICE
C0387,I3870,USES_IP
C0387,I3871,USES_IP
C0387,I3872,USES_IP
C0387,P3870,HAS_PAYMENT_INSTRUMENT
C0387,P3871,HAS_PAYMENT_INSTRUMENT
C0388,D3880,USES_DEVICE
C0388,D3881,USES_DEVICE
C0388,D3882,USES_DEVICE
C0388,I3880,USES_IP
C0388,I3881,USES_IP
C0388,P3880,HAS_PAYMENT_INSTRUMENT
C0389,D3890,USES_DEVICE
C0389,I3890,USES_IP
C0389,P3890,HAS_PAYMENT_INSTRUMENT
C0389,P3891,HAS_PAYMENT_INSTRUMENT
C0390,D3900,USES_DEVICE
C0390,D3901,USES_DEVICE
C0390,D3902,USES_DEVICE
C0390,I3900,USES_IP
C0390,I3901,USES_IP
C0390,P3900,HAS_PAYMENT_INSTRUMENT
C0390,P3901,HAS_PAYMENT_INSTRUMENT
C0391,D3910,USES_DEVICE
C0391,D3911,USES_DEVICE
C0391,D3912,USES_DEVICE
C0391,I0078,USES_IP
C0391,P3910,HAS_PAYMENT_INSTRUMENT
C0392,D3920,USES_DEVICE
C0392,D3921,USES_DEVICE
C0392,D3922,USES_DEVICE
C0392,I3920,USES_IP
C0392,I3921,USES_IP
C0392,P3920,HAS_PAYMENT_INSTRUMENT
